card_id,entity_id,txn_timestamp,amount_inr,merchant_category_code,city,lat,lon,is_international,is_contactless,device_fingerprint,ip_address,distance_from_last_txn_km,time_since_last_txn_mins,velocity_1hr,velocity_24hr,hour_of_day,is_weekend,fraud_type,is_fraud
4581170918129156,UDYAM-TN-21-23-0173834,2025-05-07 17:17:35,880.94,3746,Singapore,1.461227,103.874462,1,1,fab63dc2366808f960667be17627ea24,95.1.130.192,3.27,2.33,3,8,17,0,clean,0
060449672256,,2025-10-02 14:11:36,154.85,0472,Kolkata,22.558187,88.32267,0,1,e6ec8c56ad90f11260a2a1f06cab20f9,175.221.8.176,32.39,251.92,3,9,14,0,clean,0
180097187297260,UDYAM-TN-23-21-0928917,2026-02-09 02:14:21,19834.38,8490,Bangalore,12.988641,77.588426,0,1,fdc553ee3231ff713f692b9d378a0466,15.232.141.0,9.09,84.77,3,3,2,0,clean,0
4918997532304437920,UDYAM-TN-17-20-0764363,2025-11-06 13:26:08,211.52,0415,Kolkata,22.5726,88.3639,0,1,fc148769faacd21979a8cab4582d6fb8,54.32.30.58,4008.27,9.3,4,30,13,0,card_cloning,1
4217067839338,UDYAM-TN-13-23-0512878,2025-12-02 07:48:42,1496.9,5373,Dubai,25.272147,55.323554,1,0,a5c8e727ddbfebd404fb363d8644a0b7,143.202.76.206,12.85,472.68,2,7,7,0,clean,0
4887496191701945,UDYAM-TN-32-22-0381986,2025-08-16 08:03:33,878.52,0344,Mumbai,19.089588,72.806023,0,1,f59eb7a861ca90123f341ddb0de78ca4,199.129.66.245,16.87,167.5,1,4,8,1,clean,0
675949386279,UDYAM-TN-18-21-0002054,2025-06-19 11:44:02,803.25,8009,Hyderabad,17.332597,78.454004,0,0,544445342069739a2b9e3ceb7f780517,212.148.53.110,21.3,120.65,2,10,11,0,clean,0
3556227556720705,UDYAM-TN-19-21-0850111,2025-11-20 04:40:55,1366.53,8674,Colombo,6.94692,79.839807,1,0,9a32d1293e94597a55ef4d874ed50216,1.169.245.130,2.74,115.86,2,10,4,0,clean,0
4148669882527507,UDYAM-TN-35-23-0557773,2026-03-16 20:11:44,21587.32,4985,Dubai,25.12795,55.178417,1,1,2edf334f41547e48bffa3ee0638c6938,65.69.84.127,1.44,119.42,3,5,20,0,clean,0
587520849262,,2026-01-27 01:42:05,876.76,8285,Dubai,25.119941,55.259744,1,1,1f6617a41fa22c02df11cf3b480643da,60.139.65.169,39.92,20.91,3,10,1,0,clean,0
180074075260288,UDYAM-TN-34-23-0869794,2025-04-21 15:33:32,492.44,6489,Chennai,13.120953,80.223008,0,1,6a871f17535883a7798b2a55cbbaef3c,206.79.221.59,10.5,21.31,1,5,15,0,clean,0
4387188741714438,,2025-10-28 23:22:42,2820.23,6983,Chennai,12.98305,80.23049,0,1,4f416604e461191f4868c6c58e80f6a7,92.204.112.89,60.28,41.77,1,8,23,0,clean,0
4696185446098634,UDYAM-TN-28-21-0032810,2025-11-08 17:31:28,4064.49,2569,Kolkata,22.511328,88.413875,0,1,14b55c4cb9012da64562afabfb3c9f4a,184.167.86.67,13.79,410.32,2,9,17,1,clean,0
503899749256,UDYAM-TN-32-22-0381986,2025-05-05 13:32:59,7945.81,4396,Bangalore,12.96688,77.61058,0,0,3b4487e786894e43b464aa5d62a7d436,9.226.212.129,10.34,68.57,2,8,13,0,clean,0
30459242316497,UDYAM-TN-16-23-0220898,2025-06-13 17:54:29,3262.21,6932,Colombo,6.988564,79.808503,1,0,2d9b2190c69d223becd035d997f77f53,188.214.154.77,0.72,11.07,1,4,17,0,clean,0
3530872011837999,UDYAM-TN-32-21-0363035,2025-04-23 05:59:50,14213.15,4423,Chennai,13.048736,80.26053,0,0,f6ea5e323e540776cd4c5aa036e9e3a9,18.129.76.254,9.35,244.48,1,5,5,0,clean,0
3502902525530477,UDYAM-TN-20-21-0737412,2025-09-11 06:07:04,605.9,2464,Delhi,28.669944,77.070429,0,0,e19d1da0ff7a2a8e77aaebb6ed08bc33,21.247.161.159,10.45,101.53,2,1,6,0,clean,0
180024280589443,UDYAM-TN-35-22-0935097,2025-07-07 04:31:01,327.06,3568,Kolkata,22.629034,88.319308,0,1,e014df3f429ca236cf2ceb8f81b155d0,223.61.14.184,12.9,250.27,2,1,4,0,clean,0
30262922775648,,2025-11-15 11:02:51,683.33,4578,Delhi,28.595612,77.256579,0,0,f907f259ba7df521823234af483a32b5,114.156.159.237,9.79,77.5,3,1,11,1,clean,0
4801086566222727,UDYAM-TN-38-20-0341245,2025-05-18 07:37:28,247342.56,6242,Dubai,25.2048,55.2708,1,0,cb2cad3e2a60a8f7a32a4dc7aa2fee56,51.124.115.195,52.17,15.97,18,13,7,1,cnp_fraud,1
3592987365413620,UDYAM-TN-06-22-0300537,2025-12-20 00:28:18,345.94,1013,Mumbai,19.103156,72.922708,0,1,c91e660f986035b72bb4b443bbf2c9bb,204.135.15.22,16.54,147.62,3,6,0,1,clean,0
30019223554282,UDYAM-TN-33-22-0746173,2025-10-04 22:31:02,75.4,3392,Tiruppur,11.082473,77.301404,0,1,dc2b59e9bc8bce8e889a9bab420f2bc1,27.198.240.166,4.72,16.53,1,10,22,1,clean,0
4155374542742,,2025-05-14 04:39:52,274573.35,6909,Singapore,1.3521,103.8198,1,0,20834ecfbc506d42c3367f1f2f919f7f,133.64.183.165,25.37,8.45,4,32,4,0,cnp_fraud,1
4843083525930,UDYAM-TN-12-20-0179299,2025-05-01 15:14:58,4682.14,8267,Coimbatore,11.030938,76.886409,0,0,eeea3237d8bc37d918693df792aa706d,75.219.15.7,30.74,399.91,2,5,15,0,clean,0
4309820989838082,,2025-07-07 04:05:47,3831.64,8051,Coimbatore,10.990251,76.857778,0,1,b88325d67d1d30407bc348dfa2856f8c,199.126.70.236,18.63,16.81,1,5,4,0,clean,0
4601271307234270,UDYAM-TN-02-22-0256952,2026-03-08 23:10:31,1891.02,4687,Dubai,25.134306,55.246831,1,1,038c291a4a09b54acd793b9308694cd6,188.61.229.66,106.35,35.23,2,1,23,1,clean,0
213108349933675,UDYAM-TN-17-21-0877710,2026-04-01 14:49:58,1322.93,6376,Bangalore,12.917635,77.543374,0,0,bc580ede72b03f57e8c06c7c58c6ea69,61.219.114.135,54.43,62.09,1,6,14,0,clean,0
2445565560777642,,2025-05-25 07:31:57,468.51,6566,Colombo,6.90871,79.893275,1,0,ff4730474f786c62602848d2b7ecabc5,34.49.51.60,6.93,38.48,1,5,7,1,clean,0
4641179079626,UDYAM-TN-26-23-0844014,2025-09-08 03:34:58,506.96,0765,Dubai,25.234653,55.307334,1,1,483794d0d45781a62b535df7a96230a1,206.67.193.19,20.38,93.72,3,4,3,0,clean,0
180098752770533,,2025-05-01 23:50:58,36.85,9635,Kolkata,22.5726,88.3639,0,0,d047f0ee4d3a69178a9b28344430f9f3,17.33.51.7,2130.68,15.38,7,34,23,0,card_cloning,1
30271188228366,,2026-03-18 12:02:42,593.98,5886,Singapore,1.3521,103.8198,1,0,2b7504069b9bb956e4712485b00b8d83,122.200.204.76,3971.09,5.24,4,49,12,0,card_cloning,1
4413447242297212,,2025-07-02 06:04:48,244.33,6512,Hyderabad,17.350119,78.480497,0,1,ff8743094ecf006e4558a8e73d5e86bc,161.68.165.68,7.91,157.28,3,5,6,0,clean,0
30149440759859,,2025-04-23 14:19:01,102.92,9849,Dubai,25.2048,55.2708,1,0,8432c403108a0ce11c7998269f304a37,56.155.247.157,855.2,27.25,12,50,14,0,card_cloning,1
3574191825987099,UDYAM-TN-34-21-0275837,2025-12-04 20:08:33,228.83,6067,Delhi,28.6139,77.209,0,0,c73dc6f383d638f914150c61e4a832c4,216.27.3.38,3626.24,14.07,14,59,20,0,card_cloning,1
213121141687027,UDYAM-TN-09-20-0881238,2025-05-31 02:54:47,544.18,5473,Coimbatore,11.026025,76.911731,0,1,0277d87b6d3615dcdba32e714e972f8b,6.140.161.119,1.53,241.34,3,5,2,1,clean,0
180004185165135,,2025-12-26 12:20:31,2382.54,3401,Mumbai,19.055621,72.944072,0,0,e2326b27eed8ad6f31411ea85e387c82,194.105.178.8,49.7,47.81,3,7,12,0,clean,0
3539031553065987,UDYAM-TN-25-20-0648494,2025-11-07 04:41:49,7506.11,8695,Singapore,1.346174,103.847816,1,0,588c83753b34021b8a79956cf71c0a62,172.136.167.88,3.35,79.43,3,9,4,0,clean,0
4117728656030701062,,2026-03-29 19:35:01,111.16,8458,Bangalore,12.943795,77.55082,0,1,b1051b4e53a464bd5ac31a7b4ef72d08,61.1.16.180,10.02,139.64,1,6,19,1,clean,0
3593538428644047,UDYAM-TN-01-20-0816233,2026-04-03 16:36:10,623.22,0458,Coimbatore,11.08733,76.966697,0,1,a4bed63aea351105cf20823b576a99f4,218.244.35.73,10.27,117.84,2,6,16,0,clean,0
4124385675984859130,UDYAM-TN-24-23-0943314,2026-02-26 20:11:04,187.66,9611,Tiruppur,11.107238,77.344947,0,1,b59a468f1be035e0f198b44976f401b9,177.230.2.10,44.94,337.63,2,9,20,0,clean,0
379696340065265,UDYAM-TN-05-22-0430293,2026-03-25 20:40:00,221.52,3860,Delhi,28.695037,77.248567,0,0,5d2b5e8e39b74a10b8c740a68d8622ad,174.238.231.85,1.35,594.33,1,10,20,0,clean,0
30410759111946,,2025-10-27 19:39:56,5338.3,0006,Bangalore,13.022753,77.571322,0,0,364460540099fe5bf43a5338245f7943,154.129.206.115,82.2,376.84,1,8,19,0,clean,0
3552797075798238,UDYAM-TN-13-20-0405394,2025-05-31 07:15:24,176.9,2951,Delhi,28.541755,77.217503,0,0,165f262177c18cd48129a93cd0cbb857,6.35.88.195,8.57,102.56,2,5,7,1,clean,0
4798200029048059,UDYAM-TN-18-23-0284425,2026-01-12 07:51:36,141.45,2861,Hyderabad,17.323277,78.424685,0,1,1893f283168e8fd9f5a9d04cfec4b682,105.112.14.69,15.42,58.87,1,6,7,0,clean,0
213155053499054,UDYAM-TN-22-20-0373326,2025-11-16 16:47:42,289.0,0821,Delhi,28.623331,77.259295,0,0,624c258736bd8003731e43f6125a52aa,222.161.158.92,0.6,86.32,3,3,16,1,clean,0
3590000349151530,,2025-08-27 14:09:35,202.31,7797,Chennai,13.062124,80.142925,0,0,e3751c95bec14618a545ed532640d5a1,28.231.243.83,4.79,389.11,3,5,14,0,clean,0
4974294605109131964,UDYAM-TN-10-22-0815461,2025-08-22 13:13:35,2669.78,3591,Kolkata,22.645671,88.262863,0,0,ff3a8f7be07d49ea61b0f22f07a8e376,4.206.124.108,6.49,73.63,2,6,13,0,clean,0
30488966497928,,2026-03-18 21:55:23,985.9,5263,Coimbatore,10.959939,76.981332,0,0,4f0f768276abce1fc27efdcad52b97a6,176.161.28.88,7.88,261.08,1,2,21,0,clean,0
30301803088943,UDYAM-TN-19-23-0110304,2025-04-28 00:03:53,696.09,4463,Dubai,25.2048,55.2708,1,0,dcdd8c0e20eed1c4dcd699648229bb83,13.7.160.164,3085.62,21.63,10,14,0,0,card_cloning,1
4296711222953297199,,2025-11-12 05:43:51,1009.97,6856,Kolkata,22.564391,88.361047,0,1,9f15970870ce6e9149412a5cbf346382,51.90.170.147,89.5,4.03,1,4,5,0,clean,0
372884398468618,UDYAM-TN-21-23-0739428,2026-01-07 21:48:56,26427.41,9914,Delhi,28.611234,77.1682,0,0,00538fe98b5c8bc05ff522ed6463582f,129.59.2.208,1.64,199.37,2,3,21,0,clean,0
4247807433327262,UDYAM-TN-30-22-0671093,2026-01-07 07:26:37,1141.51,2723,Bangalore,12.991716,77.552039,0,1,27066285d169ab028246e6c063d62420,145.9.43.198,4.82,176.69,2,8,7,0,clean,0
345719926843425,UDYAM-TN-05-21-0499705,2026-03-19 17:33:38,6455.6,3872,Dubai,25.224835,55.422255,1,0,acd6e57fd9b2ebb9390f764a25d58a2e,17.10.161.45,13.01,201.61,2,4,17,0,clean,0
375735114024076,,2026-03-11 09:37:38,482.71,1951,Colombo,6.93944,79.863023,1,0,323d3df14132a2bf95cb56b3341b41d1,52.173.39.78,25.87,43.41,2,1,9,0,clean,0
38607777430404,UDYAM-TN-33-22-0622218,2025-07-12 15:18:43,244708.39,6008,Tiruppur,11.14638,77.316195,0,1,04d504ad48d35ba42cfa9952c80c51c7,162.229.201.107,12.83,29.3,14,54,15,1,account_takeover,1
30022556001145,UDYAM-TN-04-21-0670140,2025-05-30 20:37:10,186.42,6383,Coimbatore,11.055811,76.930355,0,0,14b13e514cee5c5e004151340f08a1ea,144.207.203.143,11.01,468.64,1,1,20,0,clean,0
2287730315580227,,2026-04-15 15:55:03,238.75,1828,Colombo,7.010186,79.89602,1,1,dc6178f80a809cdd957d43fd64a0f0ca,212.82.168.108,24.57,460.23,2,1,15,0,clean,0
4546531848305,UDYAM-TN-04-23-0464388,2026-02-24 19:33:47,9627.41,8019,Bangalore,13.004127,77.676687,0,1,1dfeb5000d84cc1cc16516c22ee8ab64,76.111.27.241,14.77,69.24,3,7,19,0,clean,0
503858963104,UDYAM-TN-13-20-0405394,2025-11-05 10:01:01,199.49,3595,Tiruppur,11.039058,77.349567,0,0,888a61c170d77c36776c3ef59bc6488a,38.153.125.239,6.74,47.75,1,1,10,0,clean,0
3506872519170778,,2025-06-15 08:47:02,114.91,6567,Dubai,25.271551,55.247175,1,0,fe797bdd170c78d507cd7db1f62c1a82,26.250.132.110,2.49,124.4,3,1,8,1,clean,0
6011326454434757,UDYAM-TN-27-21-0470628,2025-04-18 00:10:57,6038.18,1023,Hyderabad,17.381778,78.516219,0,0,f0de08d71b1af5740c0635f92faa0086,98.87.225.84,5.28,103.31,3,2,0,0,clean,0
676372586617,UDYAM-TN-35-20-0937056,2025-11-17 01:52:18,43.08,1787,Mumbai,19.062313,72.892784,0,0,e362390d523ad46db971346c3a68a6df,141.179.215.191,2.65,9.21,1,8,1,0,clean,0
4874971387347674,,2025-08-03 09:56:10,1170.96,8095,Chennai,13.106776,80.25195,0,1,e8ce98a67ba92d833a982c5cb62ad56b,18.232.176.19,2.18,76.87,2,4,9,1,clean,0
4131714523783,UDYAM-TN-36-23-0607896,2025-09-07 14:23:47,459645.3,5671,Dubai,25.19925,55.245354,1,1,e5e4b67e9a4c84401895bd009ee9d7c5,1.25.240.21,31.32,23.32,17,48,14,1,account_takeover,1
4808679246598954,,2026-03-24 12:14:57,920.37,7071,Colombo,6.883079,79.817536,1,1,918816cb48e3ea4af372b4f78a505302,117.40.156.13,19.31,32.18,2,2,12,0,clean,0
4706634973758563,UDYAM-TN-22-23-0843136,2025-10-05 05:53:11,71418.79,4114,Singapore,1.3521,103.8198,1,0,86643d185109ebfddec056211b94411c,59.50.166.118,0.84,382.09,17,35,5,1,cnp_fraud,1
580556946250,UDYAM-TN-34-22-0587039,2025-07-20 10:29:55,157.95,4504,Bangalore,13.014864,77.514231,0,1,f0799bed68c1a0e8828109e8ea69c168,76.61.79.35,15.65,566.74,2,10,10,1,clean,0
373144777550158,UDYAM-TN-13-20-0818134,2025-05-28 04:37:15,3154.71,6217,Coimbatore,11.013292,77.002949,0,1,1abdb8fcf802b83a7fa536fa862d1fc4,163.65.168.95,23.65,318.24,2,9,4,0,clean,0
349045908192920,UDYAM-TN-32-20-0118488,2025-09-25 08:01:35,883.38,2994,Coimbatore,11.102555,76.953102,0,0,31001cd384f529365dfc06cf08f62f85,92.141.101.100,64.04,536.86,3,5,8,0,clean,0
3585880395793583,UDYAM-TN-33-20-0097717,2026-01-25 16:16:19,179.45,8034,Tiruppur,11.108338,77.352249,0,0,05f2f9f60c947809aea4b72cf24f7c28,219.224.205.157,44.95,47.34,1,8,16,1,clean,0
4193525303747823,UDYAM-TN-29-21-0812791,2025-10-30 11:37:56,407.83,8608,Bangalore,12.98478,77.565716,0,1,e19d21247d1dcfe25a6275f500023595,12.208.214.186,50.42,218.43,1,2,11,0,clean,0
3546314044594208,UDYAM-TN-08-23-0078958,2025-08-17 22:57:19,7852.0,9148,Colombo,6.896903,79.92716,1,0,b421be21b4dd130b4589fff93aa60bd0,185.108.103.153,48.14,281.68,2,1,22,1,clean,0
36611202966695,UDYAM-TN-30-20-0030647,2026-03-26 03:30:22,1305.46,6252,Delhi,28.6139,77.209,0,1,666f5495cff4158d7878f39a55c0c316,1.195.194.251,3341.01,20.68,9,56,3,0,card_cloning,1
675905678198,UDYAM-TN-12-23-0867162,2026-04-03 21:09:32,198.93,0839,Coimbatore,11.023845,76.94998,0,1,676be7a55269aa19197697df59d97704,22.231.48.67,22.32,120.78,1,4,21,0,clean,0
4220249088816,UDYAM-TN-19-21-0850111,2025-07-10 05:52:09,344.09,8975,Coimbatore,10.93753,76.945212,0,0,6da27ff7684cd9655b132fbf0671adf8,203.197.250.153,1.98,38.1,3,4,5,0,clean,0
2718970821944132,UDYAM-TN-13-23-0574163,2025-09-18 22:36:11,1235.13,8224,Colombo,6.949703,79.760922,1,1,45fcff81d5276292313a972a42ca5b48,64.246.24.95,24.46,79.68,2,4,22,0,clean,0
376537891238112,UDYAM-TN-19-23-0110304,2025-09-05 19:41:50,154779.06,3690,Singapore,1.3521,103.8198,1,1,ddddd52f30f8a25b510cf9cb7057baf4,178.130.18.115,12.32,38.77,10,49,19,0,cnp_fraud,1
4105074845030957,UDYAM-TN-09-21-0573663,2025-10-26 22:26:41,4539.66,7767,Bangalore,13.017706,77.519707,0,0,eb13f09c3692e5f3a1f870f2047155fd,155.146.252.186,5.35,13.66,1,4,22,1,clean,0
213127852205768,UDYAM-TN-03-22-0094192,2025-10-12 21:29:43,1519.6,9324,Mumbai,19.067008,72.924681,0,0,db9c2ff92af21cbbb87fcec82dfec57c,151.110.64.38,9.07,187.79,2,10,21,1,clean,0
213156289592324,UDYAM-TN-25-20-0809677,2026-03-20 06:26:07,183161.8,1901,Colombo,6.943554,79.785622,1,0,fad53056c61f42ab931c663495f6c4a0,89.203.35.222,2.22,20.84,13,36,6,0,account_takeover,1
3529685660408141,UDYAM-TN-15-22-0203245,2025-11-04 11:05:49,1269.63,8360,Mumbai,19.092391,72.861432,0,0,f9446a941da599d1e1c75fc5342a273f,79.2.76.182,23.46,135.15,3,7,11,0,clean,0
3589695003392883,UDYAM-TN-12-22-0082641,2025-12-02 10:15:09,2615.12,6800,Coimbatore,11.060471,76.926455,0,0,7432a757c7c6a8bb6fbd5765a9cb1f21,142.3.113.18,1.27,422.4,3,10,10,0,clean,0
5516593537973802,,2026-03-14 07:39:13,3143.95,0051,Bangalore,13.015666,77.561802,0,0,e57621f6d1f04e9d6b827e46fd86bff2,49.221.134.173,9.96,56.31,2,3,7,1,clean,0
348125000115176,,2025-12-24 10:25:53,538.9,6265,Singapore,1.3521,103.8198,1,0,328c1057701e36c8e672c9528c6e6a0d,188.80.224.224,4747.64,20.2,19,43,10,0,card_cloning,1
3501247288174167,,2025-11-07 08:23:47,12575.75,6463,Singapore,1.332252,103.859816,1,0,73edfd24dedbcd971263ec8e464a0ef9,148.92.163.16,13.43,197.27,3,10,8,0,clean,0
6532715398684081,,2026-02-22 17:44:53,5020.57,2906,Bangalore,12.998337,77.586862,0,0,4451aa92399151de70dff6b2193dda0a,34.250.24.69,5.55,33.23,1,7,17,1,clean,0
38196373575549,,2025-12-15 05:12:51,481.18,3926,Kolkata,22.613585,88.433202,0,0,8fa5151ca5ef1eb030e28ea523433358,205.139.103.208,55.87,100.34,2,2,5,0,clean,0
3567383193520375,UDYAM-TN-08-22-0239373,2025-05-29 05:17:03,5164.99,1952,Kolkata,22.564321,88.440598,0,0,0b9816f6a2dc91dbf158ee7b1d128d60,211.225.184.230,32.01,40.81,1,10,5,0,clean,0
4824854415015482,UDYAM-TN-13-21-0865598,2026-04-03 12:51:09,59.69,1720,Coimbatore,10.972592,76.953199,0,1,244e4b70b65c3f09f730c5192af738d0,81.207.90.249,4.13,475.69,2,3,12,0,clean,0
5511898979598842,UDYAM-TN-05-21-0499705,2025-08-28 21:34:42,4170.63,3251,Colombo,6.878556,79.872905,1,0,df932b9f7816d6aedaea829dfbc31ff6,74.215.26.225,1.51,406.2,2,6,21,0,clean,0
36867105510572,UDYAM-TN-20-21-0457052,2025-11-26 01:46:40,388.7,9976,Coimbatore,11.062042,77.053942,0,0,f60a0c4f741d108b5b638d81c73cd7cc,107.148.105.39,64.22,18.97,3,6,1,0,clean,0
4962817705647829,UDYAM-TN-12-22-0055627,2025-08-31 07:16:14,88.77,6318,Dubai,25.172618,55.269534,1,0,3e9cb60e914e36ec62c484c2a4c2624b,222.100.163.184,48.4,91.5,3,3,7,1,clean,0
2720828681785746,,2025-08-06 08:05:18,1874.15,5319,Mumbai,19.075846,72.925776,0,1,c5a74778c0749450c9a1ca48c33345cb,156.86.242.29,82.32,126.15,2,5,8,0,clean,0
30483043604877,,2026-03-25 04:21:54,1124.56,3729,Dubai,25.165159,55.266666,1,0,839ac2143b7eacf8a7fae82daaab6b2c,48.120.147.118,1.35,86.16,1,8,4,0,clean,0
4496225755511595,UDYAM-TN-29-22-0906229,2025-05-24 09:47:20,806.23,3308,Chennai,13.078946,80.21942,0,0,31829da44278674a951848ee1fdde25f,73.119.159.1,7.03,151.77,2,1,9,1,clean,0
574746166937,,2026-03-02 13:01:35,976448.52,8445,Chennai,13.057836,80.374155,0,1,5020c73d2c406a2cf3ecf5a71867b491,143.28.52.102,1.77,7.69,15,58,13,0,account_takeover,1
38477925614857,UDYAM-TN-03-21-0606116,2026-03-16 15:00:32,1770.74,6103,Dubai,25.212367,55.362736,1,1,13276aa4333c8c5f6cdaae874827f90c,112.37.168.176,2.8,183.37,2,5,15,0,clean,0
180012009489813,,2025-12-31 05:03:56,4391.25,9786,Tiruppur,11.124141,77.34036,0,0,e723d6ed4adeef3d522872321efbf50f,134.217.204.245,16.9,1069.08,2,6,5,0,clean,0
3525351431341400,UDYAM-TN-06-23-0621203,2025-07-26 12:41:10,1945.25,9510,Bangalore,13.035466,77.596116,0,0,4938cbc3241939874073aa39b35c5656,170.167.181.124,12.15,111.62,2,7,12,1,clean,0
4479262783232093,UDYAM-TN-13-23-0771042,2025-06-02 10:07:49,1791.85,9791,Chennai,13.13736,80.145955,0,0,b57b9cec2d0f1e9b1b1c439651dccb46,194.191.19.208,13.48,332.14,2,6,10,0,clean,0
4523011687927271690,,2025-12-26 12:01:44,807.67,0881,Bangalore,12.962917,77.684713,0,0,996107ac6489c64f2200991f3257d234,4.112.35.55,8.22,176.46,1,1,12,0,clean,0
213195181666174,UDYAM-TN-25-23-0583385,2025-07-30 20:17:58,134.17,3773,Tiruppur,10.993398,77.339689,0,1,7db8056ddbfd892897086242ffff80c7,7.94.5.127,39.47,52.62,3,1,20,0,clean,0
3590567471727832,UDYAM-TN-03-21-0398731,2026-01-11 15:05:45,2073.47,0102,Chennai,13.079704,80.217481,0,0,9bfff5cd24875b5f3bb49bf88de0a98d,123.252.168.241,10.38,413.31,2,7,15,1,clean,0
347959138082887,UDYAM-TN-11-21-0580108,2025-07-05 07:02:18,617.71,9275,Tiruppur,11.132412,77.292172,0,1,ec37513617c621f29c8ccc1456fdb733,85.141.167.224,15.56,155.0,2,8,7,1,clean,0
213126149989804,UDYAM-TN-21-23-0739428,2025-07-15 21:56:38,639060.14,9168,Singapore,1.284996,103.902806,1,0,0b9ca132229753fb301ce95ab0db14f0,36.82.32.220,6.34,21.74,9,46,21,0,account_takeover,1
3506114604407710,UDYAM-TN-17-21-0877710,2025-07-21 08:34:51,496926.99,5869,Dubai,25.2048,55.2708,1,0,b89490198de0c317718cc84936348b58,53.190.97.96,6.91,163.7,8,19,8,0,cnp_fraud,1
503868189492,UDYAM-TN-11-20-0196191,2025-11-12 21:37:30,14998.07,5589,Kolkata,22.46086,88.342783,0,0,df8a87acb04406e004ec5d8682a83ca0,36.177.188.53,41.37,131.0,1,4,21,0,clean,0
4593989553348760862,UDYAM-TN-05-22-0430293,2025-06-28 03:54:09,3274.68,5842,Delhi,28.6139,77.209,0,0,81b2238559a61add8e6438aea9fbcafa,51.240.197.92,4393.94,8.23,4,12,3,1,card_cloning,1
4089327596438252,,2025-07-07 22:26:18,27228.45,5960,Kolkata,22.569439,88.383063,0,0,587e71154928ee942181dbf4377164fb,60.76.116.100,9.38,824.92,3,2,22,0,clean,0
30558525719119,UDYAM-TN-16-23-0027561,2026-04-09 07:18:14,1991.6,0778,Singapore,1.3521,103.8198,1,1,c43299036b86984eb146199f3bba79e7,65.153.202.22,3092.64,26.98,15,29,7,0,card_cloning,1
3553676955044146,,2025-09-29 17:24:53,299.31,9350,Singapore,1.286404,103.937502,1,1,058249873c63dcd5c14529c95ce9118e,166.125.175.2,3.5,61.49,1,8,17,0,clean,0
